pagina,titulo,preco,estado,cidade,bairro,url,data_publicacao,data_pesquisa
7,Jeep compass 2018 2.0 16v diesel limited 4x4 automÁtico,153000.0,SP,Indaiatuba,Vila Aurora,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2018-2-0-16v-diesel-limited-4x4-automatico-1027910032,2023-04-14 17:42:58,2023-04-14 17:55:20
7,Fiat Argo 2018 1.0 firefly flex drive manual,55900.0,RJ,Rio de Janeiro,Del Castilho,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-2018-1-0-firefly-flex-drive-manual-1170341563,2023-04-14 17:42:55,2023-04-14 17:55:20
7,Fiat Fiorino 2021 1.4 mpi furgão endurance 8v flex 2p manual,81900.0,RJ,Rio de Janeiro,Del Castilho,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-fiorino-2021-1-4-mpi-furgao-endurance-8v-flex-2p-manual-1163374010,2023-04-14 17:42:55,2023-04-14 17:55:20
7,Nissan March - Completo ,28000.0,SP,São José dos Campos,Cidade Vista Verde,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/nissan-march-completo-1173020111,2023-04-14 17:42:54,2023-04-14 17:55:20
7,TOYOTA YARIS 1.5 16V FLEX XLS MULTIDRIVE,84900.0,PR,Curitiba,Hauer,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/toyota-yaris-1-5-16v-flex-xls-multidrive-1164410976,2023-04-14 17:42:49,2023-04-14 17:55:20
7,GM - CHEVROLET S10 S10 PICK-UP LTZ 2.8 TDI 4X2 CD DIES.AUT,145900.0,SP,São Paulo,Vila Regente Feijó,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/gm-chevrolet-s10-s10-pick-up-ltz-2-8-tdi-4x2-cd-dies-aut-1173020109,2023-04-14 17:42:53,2023-04-14 17:55:20
7,S10 2012/2013 2.8 LTZ 4X4 CD TURBO DIESEL 4P AUTOMÁTICO,132900.0,SC,Rio do Sul,,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/s10-2012-2013-2-8-ltz-4x4-cd-turbo-diesel-4p-automatico-1131980440,2023-04-14 17:42:53,2023-04-14 17:55:20
7,BMW X3 M40I 3.0 2019 *Blindada* *Apenas 16.000km*,384900.0,CE,Fortaleza,Amadeu Furtado,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/bmw-x3-m40i-3-0-2019-blindada-apenas-16-000km-1164442304,2023-04-14 17:42:53,2023-04-14 17:55:20
7,VOLKSWAGEN JETTA 2.0 COMFORTLINE FLEX 4P TIPTRONIC,56900.0,MG,Belo Horizonte,Estoril,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-jetta-2-0-comfortline-flex-4p-tiptronic-1167235679,2023-04-14 17:42:52,2023-04-14 17:55:21
7,Captur Zen 1.6 (Manual c/ GNV) 2018,59900.0,RJ,Rio de Janeiro,Pechincha,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/captur-zen-1-6-manual-c-gnv-2018-1173020103,2023-04-14 17:42:52,2023-04-14 17:55:21
7,AUDI A6 333CV 2015,185900.0,PR,Pinhais,Pineville,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/audi-a6-333cv-2015-1173020100,2023-04-14 17:42:51,2023-04-14 17:55:21
7,Toyota Corolla Cross GR-Sport 2.0 (flex) (Aut),194100.0,GO,Aparecida de Goiânia,Setor dos Afonsos,https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-cross-gr-sport-2-0-flex-aut-1067879912,2023-04-14 17:42:49,2023-04-14 17:55:21
7,JEEP COMPASS LONGITUDE 2018 DIESEL COM TETO PANORÂMICO ,149990.0,SP,Paulínia,João Aranha,https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-longitude-2018-diesel-com-teto-panoramico-1173020093,2023-04-14 17:42:49,2023-04-14 17:55:21
7,FIAT TORO TORO ENDURANCE 2.0 16V 4X4 DIESEL AUT.,134990.0,PE,Recife,Imbiribeira,https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-toro-endurance-2-0-16v-4x4-diesel-aut-1173020090,2023-04-14 17:42:48,2023-04-14 17:55:21
7,Ka Freestyle 1.5 Flex AUT. - 2020,66690.0,PE,Recife,Imbiribeira,https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/ka-freestyle-1-5-flex-aut-2020-1173020083,2023-04-14 17:42:47,2023-04-14 17:55:22
7,HB20 1.6M ,48900.0,MG,Belo Horizonte,Carlos Prates,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6m-1163144316,2023-04-14 17:42:46,2023-04-14 17:55:22
7,Nissan Kics ,122990.0,PE,Arcoverde,Boa Esperança,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/autos-e-pecas/carros-vans-e-utilitarios/nissan-kics-1159052441,2023-04-14 17:42:45,2023-04-14 17:55:22
7,Virtus 2021/2021 1.6 MSI Total Flex Manual,78000.0,PR,Londrina,Centro,https://pr.olx.com.br/regiao-de-londrina/autos-e-pecas/carros-vans-e-utilitarios/virtus-2021-2021-1-6-msi-total-flex-manual-1173020087,2023-04-14 17:42:47,2023-04-14 17:55:22
7,Vendo Honda Fit ex cvt 2015 ,63000.0,PA,Ananindeua,Coqueiro,https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/vendo-honda-fit-ex-cvt-2015-1173020080,2023-04-14 17:42:46,2023-04-14 17:55:22
7,Toyota corolla cross 2023 2.0 vvt-ie flex xre direct shift,172000.0,CE,Fortaleza,Guararapes,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-cross-2023-2-0-vvt-ie-flex-xre-direct-shift-1139126373,2023-04-14 17:42:46,2023-04-14 17:55:22
7,Ford Ka+ 1.5 Sedan 2015 Completo,40990.0,DF,Brasília,Samambaia Sul (Samambaia),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-5-sedan-2015-completo-1168619537,2023-04-14 17:42:45,2023-04-14 17:55:22
7,Corolla Cross Xre 2023 Blindado 0km Pronta Entrega 10 Anos De Garantia,239900.0,RJ,Rio de Janeiro,Barra da Tijuca,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corolla-cross-xre-2023-blindado-0km-pronta-entrega-10-anos-de-garantia-1168623536,2023-04-14 17:42:45,2023-04-14 17:55:23
7,Saveiro 1.6 motor AP completo de tudo com gnv ano 2009 modelo 2010,33900.0,RJ,Duque de Caxias,Amapá,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/saveiro-1-6-motor-ap-completo-de-tudo-com-gnv-ano-2009-modelo-2010-1168617818,2023-04-14 17:42:44,2023-04-14 17:55:23
7,Vam 2015,85000.0,SE,Aracaju,Siqueira Campos,https://se.olx.com.br/sergipe/autos-e-pecas/carros-vans-e-utilitarios/vam-2015-1168618308,2023-04-14 17:42:45,2023-04-14 17:55:23
7,Uno 21/21,49900.0,MS,Campo Grande,Jardim Tijuca,https://ms.olx.com.br/mato-grosso-do-sul/autos-e-pecas/carros-vans-e-utilitarios/uno-21-21-1143495956,2023-04-14 17:42:42,2023-04-14 17:55:23
7,Audi A3 1.8 Ambition 15/15,97600.0,SP,São Bernardo do Campo,Anchieta,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/audi-a3-1-8-ambition-15-15-1168616248,2023-04-14 17:42:44,2023-04-14 17:55:23
7,Chevrolet Tracker 2016 1.8 mpfi lt 4x2 16v flex 4p automático,67900.0,RJ,Rio de Janeiro,Del Castilho,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-tracker-2016-1-8-mpfi-lt-4x2-16v-flex-4p-automatico-1152205360,2023-04-14 17:42:40,2023-04-14 17:55:24
7,Land Rover Defender DEFENDER 110 2.0 TURBO HSE SI4 AUT. GAS,555900.0,SP,Osasco,Vila Osasco,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/land-rover-defender-defender-110-2-0-turbo-hse-si4-aut-gas-1162543162,2023-04-14 17:42:42,2023-04-14 17:55:24
7,Ford ka 2015 1.0 se 12v flex 4p manual,39900.0,SP,Sorocaba,Vila Hortência,https://sp.olx.com.br/regiao-de-sorocaba/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2015-1-0-se-12v-flex-4p-manual-1173020058,2023-04-14 17:42:44,2023-04-14 17:55:24
7,JEEP RENEGADE 1.8 16V LONGITUDE,81900.0,SP,Ribeirão Preto,Condomínio Itamaraty,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-1-8-16v-longitude-1173020048,2023-04-14 17:42:43,2023-04-14 17:55:24
7,Toyota Etios Sedan X 2017 1.5 IPVA 2023 Pago 81 99260.9673,54990.0,PE,Recife,Boa Viagem,https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/toyota-etios-sedan-x-2017-1-5-ipva-2023-pago-81-99260-9673-1162762120,2023-04-14 17:42:40,2023-04-14 17:55:24
7,PAJERO DAKAR HPE 3.2 4X4 DIESEL AUTOMATICA 7 LUGARES,105000.0,SP,Presidente Prudente,Jardim Bela Daria,https://sp.olx.com.br/regiao-de-presidente-prudente/autos-e-pecas/carros-vans-e-utilitarios/pajero-dakar-hpe-3-2-4x4-diesel-automatica-7-lugares-1111436166,2023-04-14 17:42:41,2023-04-14 17:55:24
7,New Fiesta 2015,43900.0,SP,Ribeirão Preto,Planalto Verde,https://sp.olx.com.br/regiao-de-ribeirao-preto/autos-e-pecas/carros-vans-e-utilitarios/new-fiesta-2015-1140445982,2023-04-14 17:42:40,2023-04-14 17:55:24
7,Fiesta 1.5 completo 2014 ,41900.0,MG,Uberlândia,Brasil,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/fiesta-1-5-completo-2014-1045378530,2023-04-14 17:42:40,2023-04-14 17:55:24
7,VOLKSWAGEN VOYAGE 1.0 2013,34500.0,MG,Três Pontas,,https://mg.olx.com.br/regiao-de-pocos-de-caldas-e-varginha/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-1-0-2013-981760102,2023-04-14 17:42:40,2023-04-14 17:55:24
7,"UNO 1.0 ATTRACTIVE FIRE FLEX 2020/2021 (Peq. Entrada + Fixas de R$ 1.017,28)",46240.0,RJ,Rio de Janeiro,Jardim Sulacap,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/uno-1-0-attractive-fire-flex-2020-2021-peq-entrada-fixas-de-r-1-017-28-1162717399,2023-04-14 17:42:39,2023-04-14 17:55:25
7,Gol G4 POWER 2005 flex 1.0,22800.0,SP,Catanduva,Jardim Residencial Diolfen Martani,https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/autos-e-pecas/carros-vans-e-utilitarios/gol-g4-power-2005-flex-1-0-1173019993,2023-04-14 17:42:39,2023-04-14 17:55:25
7,Journey 3.6 V6 SXT BLINDADA,79900.0,RS,Porto Alegre,Navegantes,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/journey-3-6-v6-sxt-blindada-1098917292,2023-04-14 17:42:38,2023-04-14 17:55:25
7,CHEVROLET ONIX 1.0 FLEX MANUAL,82497.0,DF,Brasília,Asa Norte,https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-0-flex-manual-1173020006,2023-04-14 17:42:40,2023-04-14 17:55:25
7,Pajero Sport HPE 2020 Diesel,289900.0,SC,Joinville,Glória,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/pajero-sport-hpe-2020-diesel-1052063881,2023-04-14 17:42:38,2023-04-14 17:55:26
7,Celta 2002 ,17000.0,SP,Várzea Paulista,Jardim América,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/celta-2002-1173019982,2023-04-14 17:42:38,2023-04-14 17:55:26
7,TRITON SPORT HPE 2020 - Ligue Ivan Melo Concessionária Raion Barra t,185890.0,RJ,Rio de Janeiro,Barra da Tijuca,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/triton-sport-hpe-2020-ligue-ivan-melo-concessionaria-raion-barra-t-1124884556,2023-04-14 17:42:37,2023-04-14 17:55:26
7,Versa NOVO 2019 completo.Venha Conferir..,39900.0,RJ,Rio de Janeiro,Taquara,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/versa-novo-2019-completo-venha-conferir-1173019966,2023-04-14 17:42:37,2023-04-14 17:55:26
8,TRITON SPORT HPE 2020 - Ligue Ivan Melo Concessionária Raion Barra t,185890.0,RJ,Rio de Janeiro,Barra da Tijuca,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/triton-sport-hpe-2020-ligue-ivan-melo-concessionaria-raion-barra-t-1124884556,2023-04-14 17:42:37,2023-04-14 17:55:30
8,SANDERO EXPRESSION 1.6 2015/2015,39900.0,BA,Salvador,Barbalho,https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/sandero-expression-1-6-2015-2015-1168984334,2023-04-14 17:42:34,2023-04-14 17:55:30
8,Versa NOVO 2019 completo.Venha Conferir..,39900.0,RJ,Rio de Janeiro,Taquara,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/versa-novo-2019-completo-venha-conferir-1173019966,2023-04-14 17:42:37,2023-04-14 17:55:30
8,CHEVROLET PRISMA 1.4L LT 2015,49990.0,DF,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-1-4l-lt-2015-1140485308,2023-04-14 17:42:36,2023-04-14 17:55:30
8,Celta 2002 ,17000.0,SP,Várzea Paulista,Jardim América,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/celta-2002-1173019982,2023-04-14 17:42:38,2023-04-14 17:55:30
8,"Suzuki Swift 2015 Ent, + Parcelas de R$1.499 - 9173",0.0,SP,São José dos Campos,Vila Nova Conceição,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/suzuki-swift-2015-ent-parcelas-de-r-1-499-9173-1158315676,2023-04-14 17:42:34,2023-04-14 17:55:30
8,Pajero Sport HPE 2020 Diesel,289900.0,SC,Joinville,Glória,https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/pajero-sport-hpe-2020-diesel-1052063881,2023-04-14 17:42:38,2023-04-14 17:55:30
8,Versa S 2021 1.0 Flex! ,66900.0,CE,Fortaleza,Salinas,https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/versa-s-2021-1-0-flex-1054469009,2023-04-14 17:42:36,2023-04-14 17:55:30
8,"Ka Se 1.0 2020. R$687,16  (21)2051-5886 LOJA",41230.0,RJ,Rio de Janeiro,Jardim Sulacap,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ka-se-1-0-2020-r-687-16-21-2051-5886-loja-1148165806,2023-04-14 17:42:33,2023-04-14 17:55:31
8,Ford Ka se  ,48900.0,SP,Taubaté,Parque Senhor do Bonfim,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-se-1128876956,2023-04-14 17:42:33,2023-04-14 17:55:31
8,HYUNDAI CRETA 1.6 16V FLEX PULSE AUT 2020,103900.0,TO,Gurupi,Waldir Lins II,https://to.olx.com.br/tocantins/autos-e-pecas/carros-vans-e-utilitarios/hyundai-creta-1-6-16v-flex-pulse-aut-2020-1160704928,2023-04-14 17:42:34,2023-04-14 17:55:31
8,NISSAN KICKS  1.6 16V FLEXSTART EXCLUSIVE XTRONIC 2022,113900.0,RJ,Rio de Janeiro,Realengo,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/nissan-kicks-1-6-16v-flexstart-exclusive-xtronic-2022-1124058761,2023-04-14 17:42:33,2023-04-14 17:55:31
8,HYUNDAI HB20 1.0 COMFORT 12V FLEX 4P MANUAL,58990.0,DF,Brasília,Zona Industrial (Guará),https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-comfort-12v-flex-4p-manual-1105767014,2023-04-14 17:42:33,2023-04-14 17:55:31
8,TOYOTA HILUX CD SRX 50TH ANNIVERSARY 4X4 2.8 TB AT CINZA 2019/2020,235900.0,PR,Ponta Grossa,Oficinas,https://pr.olx.com.br/regiao-de-ponta-grossa-e-guarapuava/autos-e-pecas/carros-vans-e-utilitarios/toyota-hilux-cd-srx-50th-anniversary-4x4-2-8-tb-at-cinza-2019-2020-1160083830,2023-04-14 17:42:33,2023-04-14 17:55:31
8,Uno Evo 1.4 8v 2014 *top*financio 100% sem entrada**completo*,36990.0,RS,Porto Alegre,Sarandi,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/uno-evo-1-4-8v-2014-top-financio-100-sem-entrada-completo-1167588901,2023-04-14 17:42:33,2023-04-14 17:55:32
8,Sportage LX aut. 2019 *top**apenas 28.000kms** linda,121990.0,RS,Porto Alegre,Sarandi,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sportage-lx-aut-2019-top-apenas-28-000kms-linda-1164056890,2023-04-14 17:42:33,2023-04-14 17:55:32
8,#Vw Nivus 200 TSI Comfortline 2021 1.0 Aut (81) 9  * Júnior,109990.0,PE,Recife,Imbiribeira,https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/vw-nivus-200-tsi-comfortline-2021-1-0-aut-81-9-junior-1144006737,2023-04-14 17:42:33,2023-04-14 17:55:32
8,ONIX 2019/2019 1.0 MPFI JOY 8V FLEX 4P MANUAL,56940.0,MG,Belo Horizonte,União,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-2019-2019-1-0-mpfi-joy-8v-flex-4p-manual-1075629335,2023-04-14 17:42:32,2023-04-14 17:55:32
8,PEUGEOT 208 2020/2021 1.6 16V FLEX ALLURE AT6,83910.0,MG,Belo Horizonte,União,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-208-2020-2021-1-6-16v-flex-allure-at6-1125725621,2023-04-14 17:42:32,2023-04-14 17:55:32
8,RENAULT KWID KWID INTENSE 1.0 FLEX 12V 5P MEC.,44890.0,SP,São Paulo,Pirituba,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-kwid-kwid-intense-1-0-flex-12v-5p-mec-1164601051,2023-04-14 17:42:32,2023-04-14 17:55:32
8,"Corsa Premium 2008, 1.4, completo, com GNV, quero 8.500 ",8500.0,RJ,Rio de Janeiro,Quintino Bocaiúva,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/corsa-premium-2008-1-4-completo-com-gnv-quero-8-500-1163586122,2023-04-14 17:42:32,2023-04-14 17:55:32
8,CHEVROLET EQUINOX 1.5 16V TURBO GASOLINA RS AUTOMÁTICO,238990.0,RS,Pelotas,Três Vendas,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-equinox-1-5-16v-turbo-gasolina-rs-automatico-1164838706,2023-04-14 17:42:32,2023-04-14 17:55:32
8,FIAT PALIO 1.8 MPI ADVENTURE LOCKER WEEKEND 8V FLEX 4P MANUAL,55800.0,PR,Curitiba,Tarumã,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-1-8-mpi-adventure-locker-weekend-8v-flex-4p-manual-1169863004,2023-04-14 17:42:32,2023-04-14 17:55:33
8,VOLKSWAGEN GOL 1.0 12V MPI TOTALFLEX 4P MANUAL,49800.0,PR,Curitiba,Tarumã,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-gol-1-0-12v-mpi-totalflex-4p-manual-1107476365,2023-04-14 17:42:32,2023-04-14 17:55:33
8,Celta ADVANTAGE 1.0 8v ,35900.0,SC,Joinville,Pirabeiraba (Pirabeiraba),https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/celta-advantage-1-0-8v-1147105383,2023-04-14 17:42:31,2023-04-14 17:55:33
8,Fiat Cronos 1.3 2022 impecável ,64900.0,RJ,Rio de Janeiro,Bento Ribeiro,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-cronos-1-3-2022-impecavel-1137144057,2023-04-14 17:42:32,2023-04-14 17:55:33
8,CHEVROLET ONIX 1.0 TURBO FLEX LTZ AUTOMÁTICO,91900.0,PR,Curitiba,Água Verde,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-1-0-turbo-flex-ltz-automatico-1164432746,2023-04-14 17:42:31,2023-04-14 17:55:33
8,ONIX 2020/2020 1.0 TURBO FLEX PLUS LTZ AUTOMÁTICO,78376.0,SP,São Bernardo do Campo,Centro,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-2020-2020-1-0-turbo-flex-plus-ltz-automatico-1140959882,2023-04-14 17:42:25,2023-04-14 17:55:33
8,Vende-se Fusca 1975,14000.0,MG,Lagoa Formosa,,https://mg.olx.com.br/regiao-de-uberlandia-e-uberaba/autos-e-pecas/carros-vans-e-utilitarios/vende-se-fusca-1975-1173019906,2023-04-14 17:42:24,2023-04-14 17:55:33
8,CrossFox I MOTION 1.6 Mi T. Flex 8V 5p,45900.0,RR,Boa Vista,Doutor Sílvio Botelho,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/crossfox-i-motion-1-6-mi-t-flex-8v-5p-1139655094,2023-04-14 17:42:26,2023-04-14 17:55:33
8,Onix 1.0 LT 2019 Completo IPVA 2023 PAGO,56900.0,MG,Belo Horizonte,Santa Cruz,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/onix-1-0-lt-2019-completo-ipva-2023-pago-1173019903,2023-04-14 17:42:23,2023-04-14 17:55:34
8,Onix 2016 Lt 1.4 revisado com garantia ,48990.0,PE,Recife,Imbiribeira,https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/onix-2016-lt-1-4-revisado-com-garantia-1173019899,2023-04-14 17:42:22,2023-04-14 17:55:34
8,Volkswagen Voyage 2.0 Raridade Top 1982,24990.0,SP,Santo André,Centro,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-2-0-raridade-top-1982-1072704820,2023-04-14 17:42:21,2023-04-14 17:55:34
8,CITROEN C4 CACTUS C4 CACTUS FEEL 1.6 16V FLEX AUT.,85990.0,SP,Osasco,Umuarama,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/citroen-c4-cactus-c4-cactus-feel-1-6-16v-flex-aut-1161117427,2023-04-14 17:42:15,2023-04-14 17:55:34
8,TIGGO 8 2022/2023 1.6 TGDI GASOLINA TXS DCT,202900.0,RO,Porto Velho,São Cristóvão,https://ro.olx.com.br/rondonia/autos-e-pecas/carros-vans-e-utilitarios/tiggo-8-2022-2023-1-6-tgdi-gasolina-txs-dct-1143969167,2023-04-14 17:42:23,2023-04-14 17:55:34
8,fiorino 2018 flex pronta para trabalho!,63900.0,RJ,Rio de Janeiro,Campo Grande,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiorino-2018-flex-pronta-para-trabalho-1166212955,2023-04-14 17:42:16,2023-04-14 17:55:34
8,Volkswagen Saveiro 1.6 Gnv ,31990.0,RJ,Rio de Janeiro,Taquara,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-saveiro-1-6-gnv-1094941402,2023-04-14 17:42:17,2023-04-14 17:55:34
8,Toro Volcano 2.0 16V 4x4 TB Diesel Aut.,149900.0,RR,Boa Vista,Doutor Sílvio Botelho,https://rr.olx.com.br/roraima/autos-e-pecas/carros-vans-e-utilitarios/toro-volcano-2-0-16v-4x4-tb-diesel-aut-1139695281,2023-04-14 17:42:16,2023-04-14 17:55:34
8,Jeep Compass S Diesel 2020/2020,169999.0,MG,Nova Lima,,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-s-diesel-2020-2020-1146888633,2023-04-14 17:42:14,2023-04-14 17:55:35
8,VOLKSWAGEN FOX 1.6 MSI TOTAL FLEX CONNECT 4P MANUAL,59900.0,PR,Curitiba,Água Verde,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-fox-1-6-msi-total-flex-connect-4p-manual-1113411815,2023-04-14 17:42:15,2023-04-14 17:55:35
8,Uno Way 1.4 2013 segundo dono,32900.0,SP,São José dos Campos,Parque Residencial Aquarius,https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/uno-way-1-4-2013-segundo-dono-1157323502,2023-04-14 17:42:14,2023-04-14 17:55:35
8,Saveiro Cross 1.6 Ùnico Dono 2017/2018 Ipva 23 Pago,84000.0,MG,Belo Horizonte,Alípio de Melo,https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/saveiro-cross-1-6-nico-dono-2017-2018-ipva-23-pago-1168610333,2023-04-14 17:42:13,2023-04-14 17:55:35
8,Mercedes C250 Sport Blindada Impecável Toda Revisada Único Dono IPVA 2023 PAGO,164900.0,RJ,Rio de Janeiro,Barra da Tijuca,https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/mercedes-c250-sport-blindada-impecavel-toda-revisada-unico-dono-ipva-2023-pago-1168615313,2023-04-14 17:42:14,2023-04-14 17:55:35
